event_id,race_id,attacker,target,event_start_time,event_start_lap,event_type,reason,gap_at_start_m,duration_s,cum_distance_diff_at_start_m,lapped_at_start,max_gap_jump_m,swap_by_distance,swap_by_driver_ahead,swap_time,swap_delay_s,swap_distance_delay_any_s,swap_ahead_delay_any_s,actual_swap_delay_s,pass_after_horizon,target_speed_at_start_kmh,closing_speed_at_start_kmh,green_at_start,target_retires_in_window,horizon_end,horizon_s_effective,audit_horizon_s,either_in_box_lap_at_start,either_pit_in_window,target_pit_before_outcome
monaco_2026_R_00310,monaco_2026_R,ALO,HAM,2026-06-07 13:26:56.046,18,LAPPED_UNLAPPED,pair separated by -3577 m of race distance at t0,92.12972222222243,4.56,-3576.9266666666736,True,5.199999999999818,False,False,,,,,,False,46.0,35.36956521739132,True,False,2026-06-07 13:27:26.046,30.0,120.0,False,False,False
monaco_2026_R_00311,monaco_2026_R,SAI,ALB,2026-06-07 13:26:58.925,18,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",96.52361111110895,6.08,-96.50388888888119,False,10.66666666666697,False,False,,,,,,False,57.0,74.44897959183668,True,False,2026-06-07 13:27:28.925,30.0,120.0,False,False,False
monaco_2026_R_00312,monaco_2026_R,LIN,COL,2026-06-07 13:26:58.925,18,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",97.89777777778,13.32,-98.61388888888905,False,12.400000000000091,False,False,,,,,,False,118.0,70.4693877551006,True,False,2026-06-07 13:27:28.925,30.0,120.0,False,False,False
monaco_2026_R_00313,monaco_2026_R,STR,LEC,2026-06-07 13:27:00.966,18,LAPPED_UNLAPPED,pair separated by -3583 m of race distance at t0,98.96666666666556,6.08,-3582.5183333333334,True,8.555555555555657,False,False,,,,,,False,52.0,6.547049441787183,True,False,2026-06-07 13:27:30.966,30.0,120.0,False,False,False
monaco_2026_R_00314,monaco_2026_R,BEA,NOR,2026-06-07 13:27:02.566,18,LAPPED_UNLAPPED,pair separated by -3544 m of race distance at t0,59.66611111111111,164.32,-3544.3161111111112,True,16.466666666666697,False,False,,,,,,False,208.0,,True,False,2026-06-07 13:27:32.566,30.0,120.0,False,False,False
monaco_2026_R_00315,monaco_2026_R,ALB,LAW,2026-06-07 13:27:09.486,19,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",94.7202777777778,5.28,-94.7394444444435,False,12.177777777777791,False,False,,,,,,False,145.0,85.68444444444259,True,False,2026-06-07 13:27:39.486,30.0,120.0,False,False,False
monaco_2026_R_00316,monaco_2026_R,BOR,PIA,2026-06-07 13:27:18.645,18,LAPPED_UNLAPPED,pair separated by -3575 m of race distance at t0,90.67138888888871,14.401,-3575.411666666667,True,14.44444444444457,False,False,,,,,,False,77.0,114.03467879476939,True,False,2026-06-07 13:27:48.645,30.0,120.0,False,False,False
monaco_2026_R_00317,monaco_2026_R,PER,STR,2026-06-07 13:27:24.245,18,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",92.90250000000015,10.801,-94.15944444444176,False,11.500000000000227,False,False,,,61.081,,,False,104.0,117.05316653635658,True,False,2026-06-07 13:27:54.245,30.0,120.0,False,False,False
monaco_2026_R_00318,monaco_2026_R,HAM,ANT,2026-06-07 13:27:31.645,19,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",93.45416666666642,3.401,-93.43583333333663,False,5.066666666667061,False,False,,,,,,False,88.0,88.91610213652798,True,False,2026-06-07 13:28:01.645,30.0,120.0,False,False,False
monaco_2026_R_00319,monaco_2026_R,SAI,ALB,2026-06-07 13:27:32.886,19,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",91.38499999999988,14.68,-91.33499999999913,False,6.688888888888869,False,False,,,,,,False,76.0,106.03639326453009,True,False,2026-06-07 13:28:02.886,30.0,120.0,False,False,False
monaco_2026_R_00320,monaco_2026_R,COL,SAI,2026-06-07 13:27:34.726,19,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",96.38388888888835,16.879,-96.31027777778218,False,13.733333333333348,False,False,,,,,,False,88.0,46.32608695652158,True,False,2026-06-07 13:28:04.726,30.0,120.0,False,False,False
monaco_2026_R_00321,monaco_2026_R,LIN,COL,2026-06-07 13:27:37.525,19,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",94.01722222222259,17.241,-93.8324999999968,False,23.95555555555552,False,False,,,,,,False,83.0,57.45622811405688,True,False,2026-06-07 13:28:07.525,30.0,120.0,False,False,False
monaco_2026_R_00322,monaco_2026_R,HUL,LIN,2026-06-07 13:27:46.846,19,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",95.43055555555634,4.359,-94.2502777777845,False,6.2999999999999545,False,False,,,,,,False,44.0,42.480804387568206,True,False,2026-06-07 13:28:16.846,30.0,120.0,False,False,False
monaco_2026_R_00323,monaco_2026_R,ALO,LEC,2026-06-07 13:27:52.005,19,LAPPED_UNLAPPED,pair separated by -3531 m of race distance at t0,45.619166666666665,37.361,-3530.6702777777755,True,10.693333333333271,False,False,,,,,,False,269.0,,True,False,2026-06-07 13:28:22.005,30.0,120.0,False,False,False
monaco_2026_R_00324,monaco_2026_R,ALB,LAW,2026-06-07 13:27:54.326,19,CLOSE_INTERACTION_NO_PASS,"valid close battle, no pairwise order change inside the horizon",96.06611111111238,11.16,-96.08527777777635,False,7.7333333333333485,False,False,,,,,,False,127.0,79.8723404255317,True,False,2026-06-07 13:28:24.326,30.0,120.0,False,False,False
